A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	I1	I2	I3	I4	I5	I6	I7	I8	I9	I10	J1	J2	J3	J4	J5	J6	J7	J8	J9	J10	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	age	gender	accuracy	country	source	elapsed
5	4	4	3	4	5	3	4	1	2	3	4	4	4	5	3	3	5	2	2	4	2	5	3	5	5	4	3	3	4	5	1	2	5	5	4	5	4	4	5	5	5	4	3	5	3	5	5	4	3	5	4	3	5	5	3	1	3	2	2	3	2	1	5	5	5	3	5	5	5	5	5	1	3	5	3	1	4	4	1	4	4	3	5	5	5	1	1	3	3	5	1	5	5	4	5	1	5	3	5	3	1	1	4	3	4	4	5	5	4	3	5	1	4	5	5	4	5	1	4	5	4	2	1	5	5	5	5	5	4	5	4	1	5	5	5	5	5	5	5	3	1	5	5	4	5	5	4	1	1	2	1	3	5	4	3	3	3	4	3	4	4	4	17	1	90	IN	1	1039
4	5	4	4	2	5	4	3	4	5	5	3	3	5	3	4	3	3	3	4	5	5	4	2	5	4	3	2	4	4	5	4	5	4	4	3	4	4	4	3	5	3	4	3	4	4	1	4	2	4	2	5	4	3	3	1	3	2	3	2	1	2	3	4	5	2	4	4	4	4	4	5	4	5	5	4	2	1	3	5	5	5	2	2	2	3	4	4	1	4	3	3	4	4	4	4	4	5	2	3	4	3	4	3	4	3	2	4	3	3	3	4	4	2	1	1	2	4	4	2	2	1	1	5	5	5	3	5	5	5	3	5	2	3	4	4	4	5	3	5	3	2	1	1	4	4	3	4	2	4	5	5	3	4	2	2	2	2	4	1	3	1	3	18	1	89	US	1	1121
5	3	5	4	5	4	3	1	5	3	5	5	5	5	5	3	5	5	5	3	4	5	5	3	5	5	3	3	3	4	5	4	5	4	3	4	5	4	5	2	3	3	3	1	3	5	1	5	2	2	1	5	1	1	4	1	4	1	4	3	1	4	1	1	1	1	2	2	2	2	5	1	1	5	5	5	2	4	5	4	5	5	5	3	5	1	5	2	3	4	5	5	5	5	5	5	5	2	2	2	3	1	1	5	1	5	1	4	1	1	1	3	2	4	3	5	5	4	2	4	2	4	1	5	5	5	5	5	5	5	3	5	5	2	5	5	5	5	5	5	5	5	4	4	4	5	5	5	3	3	1	1	1	5	3	5	4	2	4	2	4	2	2	25	2	98	CL	1	1037
4	2	4	3	4	4	5	2	2	4	4	3	4	5	4	4	3	4	5	3	5	4	4	2	4	4	2	2	2	2	4	3	4	5	5	5	4	5	4	5	5	5	5	3	4	5	4	5	5	4	4	4	5	3	3	4	3	3	4	2	2	3	2	4	4	5	2	4	4	4	5	4	5	5	5	5	1	5	4	5	4	5	5	4	4	4	3	4	2	3	3	2	2	5	5	5	5	5	2	5	4	5	5	4	2	1	4	2	3	3	4	2	1	4	4	4	4	4	1	4	5	4	3	5	4	4	3	4	2	5	4	4	4	4	4	4	4	1	3	3	3	4	4	4	4	4	5	3	4	3	2	2	2	4	4	3	4	2	4	4	4	3	2	19	2	95	CA	2	827
4	4	4	3	4	4	4	2	4	3	4	4	4	4	4	4	3	4	1	4	1	5	3	4	4	4	4	4	4	5	5	5	4	4	2	3	4	4	4	4	4	3	4	3	3	5	2	5	1	5	2	5	4	4	3	3	4	3	3	4	5	3	2	3	2	3	4	3	4	3	4	2	4	4	3	4	2	3	4	4	2	5	4	2	3	4	1	4	2	2	2	2	2	1	3	4	4	3	2	1	4	2	2	2	3	2	4	4	2	2	4	2	2	4	2	2	4	3	2	2	2	3	2	4	4	4	3	4	2	4	3	2	1	2	4	2	3	3	4	4	2	2	4	5	2	5	3	3	4	5	5	2	3	2	5	4	3	2	2	3	2	2	2	26	2	95	US	1	1168
5	4	4	4	4	4	4	3	4	1	4	4	4	4	4	4	4	4	2	4	2	5	5	2	4	4	4	3	2	2	4	3	4	4	4	4	4	4	4	3	5	3	4	2	2	4	2	4	3	4	2	4	4	2	4	1	4	2	2	2	2	2	3	4	4	4	4	4	4	4	4	2	2	5	5	4	3	3	4	5	5	5	4	2	4	4	3	4	1	2	2	2	3	4	4	4	4	4	4	4	4	4	4	3	2	3	3	3	2	2	2	2	2	3	2	4	4	4	2	3	2	4	3	5	4	4	4	4	4	2	4	3	3	3	3	5	4	4	4	4	2	2	3	4	3	4	4	3	2	2	2	4	2	3	3	1	2	3	2	2	2	2	2	34	2	90	PH	1	927
3	3	2	2	2	3	2	4	2	4	5	5	5	5	5	5	5	5	5	4	4	5	4	2	4	4	4	2	2	2	5	4	5	4	4	4	4	4	4	4	5	4	4	3	4	3	2	4	3	3	4	4	5	2	2	1	1	2	2	2	2	2	1	3	4	4	3	4	2	4	5	2	3	5	5	4	2	2	3	2	5	4	3	4	4	4	4	4	3	4	3	3	4	4	5	4	5	4	4	4	3	5	5	4	5	4	4	2	4	4	4	4	3	4	2	2	4	3	3	4	3	4	2	4	5	5	5	3	5	5	5	5	4	4	5	5	5	5	5	5	3	2	4	4	2	4	4	4	4	4	2	4	2	3	4	4	4	4	4	4	4	4	2	15	1	88	PT	2	687
5	4	4	4	4	4	4	2	4	3	4	4	4	3	4	4	3	3	4	2	2	4	4	1	1	2	1	1	1	5	1	2	1	5	4	4	4	5	4	4	4	4	4	3	3	5	4	5	5	5	2	5	5	3	3	5	4	4	5	2	3	1	3	4	3	4	2	3	2	4	5	4	3	1	3	1	2	3	3	4	3	2	2	4	3	3	3	4	1	3	4	2	3	4	3	4	4	4	3	4	4	5	5	2	2	1	3	3	1	2	3	2	2	4	4	5	5	5	5	3	5	4	5	1	3	3	3	2	3	2	1	2	2	2	4	3	1	4	1	4	1	4	2	5	5	5	5	5	5	5	2	1	4	5	5	5	5	4	3	4	5	2	3	14	2	95	US	1	973
2	4	2	2	4	3	3	5	4	2	4	3	4	3	4	4	2	4	2	2	2	4	2	1	4	4	3	4	1	4	2	2	2	4	4	5	5	5	4	4	4	3	4	3	3	5	3	4	4	4	3	5	4	3	4	2	2	4	2	2	2	2	2	4	2	5	3	4	2	2	4	2	3	3	2	2	3	4	4	4	4	4	2	2	4	4	4	5	4	4	3	3	4	4	5	5	5	4	4	5	4	5	5	3	4	2	4	2	1	1	2	1	2	5	3	4	5	3	2	4	4	5	4	4	4	4	3	5	4	4	5	4	2	4	3	4	4	4	4	5	2	2	4	4	1	4	3	3	3	3	2	3	1	5	5	5	4	2	5	4	5	2	4	16	2	65	US	2	764
5	5	5	4	5	4	5	3	5	5	3	3	4	4	2	2	3	5	3	1	3	5	4	5	5	5	3	3	3	5	4	5	5	4	4	5	5	4	5	4	4	4	5	4	5	5	5	4	4	3	5	3	5	5	4	5	3	5	3	2	2	3	3	5	4	4	5	5	3	5	1	3	3	5	4	5	3	4	5	5	2	5	3	1	4	3	4	5	1	3	2	1	1	4	5	4	3	5	3	5	4	5	5	4	3	2	4	5	2	3	5	2	3	4	1	4	3	4	3	3	3	3	1	5	5	5	3	4	4	4	3	3	5	2	1	3	3	2	3	3	1	1	1	5	3	3	5	3	1	3	1	1	3	2	3	3	3	1	4	3	2	1	1	20	2	100	US	1	689
5	3	3	3	3	4	4	3	4	3	4	5	4	5	5	5	4	4	5	4	5	5	4	4	4	4	3	2	2	4	5	5	3	4	4	4	4	4	4	4	4	4	3	2	1	3	1	4	2	4	2	4	5	1	1	1	1	2	2	2	2	2	2	2	2	4	1	3	3	1	3	1	1	5	5	4	3	3	5	2	4	5	5	4	2	4	2	2	1	4	3	3	4	4	5	5	4	5	3	2	5	5	5	4	5	4	4	5	4	4	5	4	3	2	4	4	2	3	2	2	3	3	3	5	4	4	4	2	5	2	5	5	4	5	4	5	5	4	4	5	4	4	4	5	2	3	3	4	4	3	2	3	2	4	3	4	3	4	4	4	4	2	4	48	2	95	AU	6	570
4	4	5	5	5	3	4	5	5	4	2	5	5	5	5	4	5	5	5	5	3	5	4	3	3	3	5	5	5	3	5	5	5	5	3	5	5	4	4	4	4	4	4	1	3	4	1	4	1	4	3	2	3	5	5	1	5	3	5	5	4	5	5	4	3	5	3	4	5	5	4	3	3	2	3	2	2	2	3	2	2	2	5	1	3	4	1	2	3	4	2	2	4	5	4	1	3	4	4	1	4	2	2	1	3	2	2	1	1	1	3	1	2	2	2	1	4	5	2	1	4	1	2	3	5	5	4	4	3	5	4	5	5	3	3	4	3	5	4	5	4	1	4	5	4	5	5	5	2	2	5	5	5	1	1	3	4	1	3	2	1	1	1	23	1	100	DE	1	800
2	2	2	2	2	2	2	1	2	3	4	4	4	4	4	4	4	2	2	2	2	4	5	2	3	4	2	3	4	2	3	4	4	4	4	4	4	4	4	4	3	4	4	2	1	2	2	2	1	2	2	4	2	2	4	2	3	2	3	2	1	2	2	2	4	2	2	2	2	2	3	2	2	4	5	4	2	4	3	4	2	4	4	4	4	4	1	4	2	4	3	4	2	4	4	2	4	3	4	4	4	4	4	4	4	4	4	4	5	4	4	5	4	4	2	4	4	4	2	3	4	3	2	5	4	5	4	4	4	4	4	4	2	4	5	4	4	2	4	5	4	5	5	4	2	4	4	4	2	2	2	4	3	2	2	3	4	4	2	2	2	4	2	16	2	90	FR	6	6080
1	2	2	2	3	3	3	1	2	3	4	3	3	4	3	2	3	2	4	4	4	2	2	1	4	4	2	3	2	4	3	4	4	2	1	4	2	2	3	2	2	3	2	2	2	3	2	2	2	2	1	3	4	3	1	2	2	2	3	2	3	3	3	3	2	4	4	2	4	2	2	1	2	4	4	4	3	4	3	3	4	4	4	3	2	2	4	3	2	4	5	3	4	4	5	4	5	4	3	3	4	4	2	5	5	4	4	4	5	4	3	4	4	3	3	3	4	2	2	2	2	4	2	5	3	3	2	3	4	4	3	4	3	4	4	4	4	3	4	5	4	4	3	3	2	2	2	3	1	2	2	2	2	4	4	3	2	2	2	2	5	3	4	13	2	100	AU	6	1419
4	3	4	3	4	5	2	3	4	4	3	2	2	4	5	2	4	3	2	3	4	4	3	4	4	4	4	4	2	4	4	4	2	1	2	3	3	2	3	3	3	1	3	2	1	2	2	2	2	3	1	5	2	2	3	5	4	4	4	3	4	4	4	3	2	2	3	3	2	2	2	2	2	4	3	4	4	4	3	3	2	4	3	2	3	3	2	4	2	3	3	2	2	4	3	3	3	3	3	4	4	3	3	3	4	4	4	4	2	2	4	2	2	4	3	4	3	3	4	4	3	2	2	4	3	3	3	4	3	3	3	3	2	4	4	5	4	5	4	4	3	3	4	4	1	3	3	3	2	2	1	2	2	2	2	3	2	3	3	2	2	3	2	26	2	80	SG	1	405
2	2	3	1	3	4	1	1	2	2	5	4	5	5	3	3	5	5	3	3	3	5	3	4	3	2	3	2	2	2	2	2	2	2	2	3	2	4	3	2	2	2	3	2	1	5	1	5	2	5	1	5	2	3	4	5	3	3	4	4	1	4	1	1	1	1	2	2	1	1	4	1	2	4	5	3	2	3	1	1	1	5	4	4	4	5	5	4	4	3	5	5	5	3	5	5	5	3	2	2	3	5	5	5	4	3	4	3	4	4	5	5	4	4	4	4	5	5	3	5	4	4	2	4	4	3	5	1	5	5	5	5	4	5	5	5	4	5	5	5	5	5	5	4	3	5	2	3	5	5	5	4	2	4	4	5	3	4	4	4	4	2	4	29	1	90	US	1	749
4	4	4	4	4	4	4	4	4	4	4	4	5	5	4	4	4	5	4	5	4	5	4	4	4	4	4	4	4	4	4	4	4	3	3	4	5	4	4	3	4	3	3	3	3	4	3	4	2	4	3	4	3	2	4	1	3	5	3	3	2	3	2	4	3	4	2	2	3	2	4	2	2	4	5	4	3	3	3	4	4	3	3	3	4	4	4	4	2	4	4	2	2	5	5	4	4	4	4	3	4	4	4	4	3	4	2	4	3	3	4	4	2	2	2	2	4	3	3	1	4	2	2	5	5	5	4	3	5	5	5	5	4	2	3	4	4	4	4	5	2	2	4	5	2	3	4	4	2	2	2	3	2	2	2	2	4	2	3	4	2	2	2	35	1	87	US	1	7038
4	3	3	3	5	4	4	2	3	4	2	3	5	4	5	4	5	3	2	4	2	5	5	3	5	5	4	5	4	3	4	4	5	4	4	4	4	4	2	4	2	4	3	3	4	3	2	4	2	4	3	4	2	3	4	1	4	1	4	4	4	4	2	4	4	2	5	4	5	4	3	4	4	4	4	4	3	2	2	4	3	3	4	2	2	2	2	4	2	2	2	2	3	2	2	1	3	2	3	1	4	2	2	4	2	3	3	4	2	3	4	4	2	1	2	2	2	5	1	2	4	2	1	3	3	5	2	3	4	4	4	2	2	2	2	3	4	4	4	3	2	2	4	4	2	4	4	4	4	2	4	3	4	1	1	2	2	3	3	1	2	3	2	15	1	85	MA	1	1942
3	3	3	3	4	3	5	3	4	4	4	5	4	5	4	3	4	4	3	4	5	5	5	2	5	4	4	4	2	2	5	4	4	4	5	3	3	4	5	4	3	3	4	2	2	5	3	4	4	5	2	5	4	4	4	5	5	4	4	2	1	3	2	3	2	4	4	4	3	4	4	1	3	5	5	5	4	1	4	4	5	5	5	2	5	2	4	5	2	4	3	3	2	5	5	5	5	4	4	5	2	5	5	4	4	2	5	4	4	3	4	3	4	4	3	4	4	4	4	2	4	2	2	5	4	4	4	4	4	5	4	5	4	3	5	5	5	5	5	5	2	2	5	4	2	4	5	4	2	1	1	1	2	3	3	1	5	1	2	2	2	1	2	26	2	98	PH	2	721
3	3	4	3	3	4	4	3	4	4	4	3	4	4	3	4	4	4	4	3	5	4	4	4	5	3	4	3	4	4	5	5	4	3	4	4	3	3	3	3	4	4	4	2	2	2	3	4	1	2	4	3	2	3	4	3	4	2	3	4	4	3	3	3	2	2	3	4	3	4	4	3	3	4	4	4	3	5	4	5	4	4	4	3	4	2	2	4	2	3	2	3	3	4	4	4	4	2	3	3	4	3	3	2	4	3	3	3	3	4	4	3	2	4	3	3	3	3	4	4	4	2	2	4	4	4	4	4	5	2	4	3	4	2	2	4	3	2	4	4	2	3	4	4	2	4	2	4	4	4	4	3	2	2	2	3	2	3	3	4	3	3	3	31	2	90	JM	2	2126
5	5	5	2	5	4	5	2	4	5	5	2	5	5	5	4	5	1	1	5	2	5	5	5	5	5	4	5	5	5	5	5	5	4	4	4	5	4	5	5	5	5	5	2	5	2	4	5	1	4	1	5	1	1	5	1	5	1	5	4	5	5	5	5	2	5	3	4	5	5	5	2	4	5	1	2	4	3	5	5	5	5	5	1	1	2	1	5	1	5	3	2	2	5	4	5	5	5	1	2	5	5	2	4	2	4	1	5	1	2	5	2	2	5	1	1	5	1	5	1	4	1	1	5	5	5	2	5	4	5	4	5	1	1	5	5	5	5	5	5	1	1	2	5	5	5	5	5	4	2	5	5	5	1	1	1	2	4	4	1	1	2	1	42	1	100	MA	6	1363
4	3	4	3	4	4	4	1	3	3	4	2	4	5	4	2	4	4	2	2	3	4	2	2	3	3	3	2	3	2	3	4	2	4	4	2	3	4	3	4	4	4	4	3	2	2	1	3	3	3	1	2	2	5	4	5	5	4	3	4	3	3	2	2	2	3	2	2	1	2	2	1	3	4	1	3	2	5	5	2	1	3	4	5	5	4	4	4	4	4	4	2	3	2	4	2	3	3	3	3	3	4	4	2	4	3	5	3	4	4	3	4	3	5	4	5	5	4	3	5	2	1	4	3	4	4	3	3	1	3	2	1	3	2	4	3	4	1	5	4	2	2	3	5	2	5	4	3	4	2	2	4	3	5	4	2	5	3	4	3	4	5	2	40	2	100	US	1	748
4	4	4	4	4	4	4	3	5	3	3	4	5	4	3	4	4	3	1	2	2	4	4	3	5	4	5	1	2	3	5	2	2	4	5	4	2	3	5	3	5	3	1	3	2	3	4	4	3	2	4	4	4	4	3	2	4	5	3	2	3	3	3	5	3	5	5	3	2	3	4	2	2	2	5	1	1	1	4	4	4	4	1	2	5	3	3	5	1	3	1	3	2	4	5	4	5	3	3	5	5	1	1	5	5	2	5	4	4	5	2	4	1	3	3	5	3	5	2	4	4	3	4	4	5	5	4	2	5	5	5	4	3	3	3	5	2	5	3	4	1	2	3	5	3	4	5	3	1	1	1	5	3	5	5	5	2	2	3	3	3	2	4	14	1	100	IN	1	960
5	5	5	5	5	5	4	3	5	5	5	2	5	5	5	4	5	5	1	5	3	3	4	4	4	5	5	5	4	5	4	5	5	5	4	5	5	5	4	5	5	2	5	3	2	5	1	5	3	5	1	5	4	5	5	5	5	5	5	5	4	5	5	5	5	1	5	5	5	5	5	5	4	4	4	2	1	3	5	5	3	5	1	2	4	4	4	5	1	4	2	2	2	2	4	1	1	4	1	4	1	5	4	2	1	1	4	1	1	4	3	4	2	5	1	1	4	4	1	4	4	1	1	4	5	5	4	3	4	5	4	5	4	2	2	2	4	4	4	3	1	1	5	4	5	5	5	5	5	5	5	5	5	1	1	1	3	1	4	1	1	1	1	21	2	97	US	2	1578
4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	2	4	4	2	2	2	2	4	4	3	4	4	3	4	4	4	3	4	2	3	3	2	4	4	4	3	4	3	2	2	3	4	3	4	3	4	4	2	4	4	4	2	4	3	3	3	3	4	2	3	5	5	5	3	4	4	3	4	4	4	3	4	4	4	4	2	4	4	3	3	3	4	4	4	3	3	3	2	4	4	2	2	1	3	3	2	2	3	2	2	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	4	4	4	3	3	3	3	4	3	2	4	4	2	2	2	4	3	4	4	4	4	4	3	3	3	4	3	3	4	4	3	4	3	2	3	21	2	70	GB	1	1090
5	5	4	5	5	5	5	5	5	5	4	5	4	5	4	4	4	4	3	4	3	5	5	5	5	4	4	2	5	4	5	5	4	5	5	5	4	5	5	5	5	4	5	5	5	4	4	5	4	5	5	5	5	4	4	3	5	5	5	2	1	5	5	5	4	4	5	5	5	5	4	5	5	4	4	3	1	1	4	5	5	4	4	2	3	2	2	4	1	2	2	1	2	1	1	1	1	4	1	4	3	1	2	1	1	1	1	1	1	1	2	2	1	2	1	2	3	1	4	3	2	2	1	4	5	4	4	3	5	4	5	4	5	1	3	2	1	2	2	3	1	1	1	4	2	4	4	4	4	2	4	2	2	4	2	4	4	2	4	4	4	3	1	23	1	90	GB	6	371
5	4	3	4	4	4	4	4	5	3	5	5	4	5	5	4	4	4	5	5	4	4	4	2	4	4	3	2	4	3	4	5	4	4	4	3	5	4	4	4	5	5	4	3	2	4	2	5	4	5	2	4	5	2	2	1	2	1	2	2	1	2	1	4	4	4	4	4	4	4	5	4	4	2	5	2	1	3	3	3	3	4	4	2	2	1	2	3	1	4	2	1	4	4	4	5	4	4	2	4	4	4	4	2	2	2	2	2	2	2	3	3	2	1	3	3	3	4	2	2	3	4	4	4	5	5	5	4	5	4	4	5	5	3	5	4	4	4	3	4	2	3	4	4	4	4	3	3	2	3	3	4	2	4	2	2	4	2	3	2	4	3	3	27	1	70	NL	1	538
4	4	1	1	2	2	5	1	1	1	1	1	1	2	1	1	4	2	4	1	1	2	5	2	2	1	4	5	1	1	2	4	1	1	2	1	1	1	1	1	2	1	4	2	1	5	2	5	1	5	4	2	1	1	2	1	2	1	4	4	2	4	4	4	1	5	1	2	4	4	2	1	1	1	1	1	1	2	1	1	1	5	5	2	5	4	4	5	2	4	4	4	2	5	1	3	4	1	2	5	4	4	1	5	4	2	4	5	5	5	5	4	5	5	5	4	5	5	4	5	2	5	5	2	2	1	1	2	1	2	1	1	1	5	4	5	5	5	2	5	5	5	4	2	1	4	3	1	4	4	4	5	1	4	5	5	5	5	5	5	4	5	4	28	1	85	CA	2	910
3	1	3	1	1	2	2	1	2	4	5	5	5	5	5	5	4	5	5	5	3	5	4	1	2	3	2	2	2	1	2	3	3	3	3	4	3	3	4	2	5	3	3	1	1	5	1	3	1	4	1	5	1	3	4	1	1	1	2	3	2	2	3	2	1	3	1	3	1	1	3	1	1	5	5	5	5	2	3	2	5	4	4	4	4	4	4	4	3	4	4	3	3	4	4	3	3	5	3	2	3	3	4	5	5	5	4	5	5	5	4	4	4	3	2	3	2	3	2	3	3	4	2	4	4	5	4	3	5	1	5	5	4	4	5	3	5	3	4	5	4	3	5	5	3	3	5	5	3	3	4	3	4	4	4	4	4	3	2	3	3	4	4	39	1	90	US	1	518
4	4	4	4	4	3	4	3	4	2	4	4	4	4	4	4	3	4	2	3	5	5	4	4	2	4	4	2	2	4	3	5	2	2	2	4	3	4	3	2	4	2	3	1	1	4	1	4	1	4	2	4	2	3	4	2	4	2	4	4	2	4	3	3	2	1	3	2	2	4	4	2	2	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	2	4	4	4	4	4	4	3	4	3	3	3	4	4	4	2	2	2	3	3	2	2	4	2	1	5	4	4	4	4	4	5	5	4	3	4	3	4	4	4	2	4	3	3	3	2	4	2	3	2	4	4	2	2	2	4	3	3	3	3	4	4	2	2	2	4	4	4	5	4	4	4	2	2	2	27	2	98	US	1	515
5	5	4	4	4	4	4	4	4	5	5	5	5	5	1	4	5	1	2	5	3	5	5	4	4	5	5	4	5	3	2	5	4	4	2	4	2	2	2	4	2	4	5	4	4	5	3	4	1	5	4	5	1	3	4	2	2	1	3	3	5	3	4	4	3	3	3	4	4	4	4	2	4	3	3	3	1	2	1	2	4	2	2	4	3	3	3	3	2	5	4	3	4	1	4	3	5	5	2	3	4	2	2	3	2	2	2	4	3	4	2	2	2	2	3	1	3	3	3	2	2	5	3	5	5	5	5	2	4	5	4	5	2	3	4	3	3	4	3	4	1	1	4	4	4	4	5	4	2	4	5	3	5	1	1	2	2	3	3	1	1	2	2	50	2	80	EC	1	1407
3	4	2	3	4	3	3	3	3	2	5	5	5	5	4	5	4	5	4	4	4	5	5	4	3	3	4	1	3	4	4	4	4	4	3	5	4	3	4	3	4	4	3	2	3	4	2	5	3	4	3	4	4	5	4	1	5	2	5	4	2	5	3	2	2	4	3	2	1	4	4	1	3	4	4	5	1	1	2	1	3	5	2	3	3	3	2	4	1	2	3	4	2	2	5	4	5	3	3	4	2	5	5	4	4	2	5	4	4	4	4	4	2	3	2	1	3	3	3	2	4	1	2	1	4	5	3	3	5	4	5	4	3	2	4	4	3	4	3	4	2	3	4	5	1	4	3	4	5	5	5	3	1	4	4	4	5	2	5	3	5	4	5	14	1	100	GB	1	614
3	3	3	3	3	3	4	3	3	3	3	3	4	4	4	3	3	4	2	3	3	4	4	2	3	3	3	2	2	2	3	3	3	4	4	4	3	4	3	4	4	4	4	2	2	4	2	4	1	4	2	4	4	3	4	3	4	2	3	2	2	3	2	3	2	2	3	3	4	3	4	1	2	5	3	5	2	2	4	4	4	4	4	4	4	3	4	3	2	3	4	3	3	4	4	4	4	3	3	1	3	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	3	3	3	2	3	3	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	2	4	4	2	4	4	4	4	4	4	3	4	4	3	21	2	80	US	1	1401
5	2	5	2	4	4	4	1	2	4	5	3	5	5	4	2	5	5	1	2	1	3	3	4	4	3	1	3	2	2	3	3	2	1	5	5	2	2	3	3	4	1	2	1	1	2	1	3	1	4	1	4	1	5	5	5	3	4	5	5	4	5	3	1	1	2	2	2	1	2	3	2	1	4	3	3	1	2	4	3	1	3	5	4	5	3	5	5	4	1	1	2	3	5	4	3	3	2	3	3	4	2	2	5	5	3	5	5	1	1	3	4	3	3	5	5	4	5	5	5	2	4	3	4	5	5	2	3	3	4	1	4	1	3	5	5	3	4	5	4	5	5	5	5	3	5	4	3	4	5	5	4	1	2	2	5	5	4	5	3	3	3	1	40	1	95	IN	1	1157
4	4	3	4	4	4	4	2	4	5	4	3	4	4	4	4	3	4	2	4	4	4	4	2	4	4	4	4	4	3	4	3	4	3	2	3	4	3	4	4	4	4	3	2	5	3	5	2	3	4	5	4	5	2	2	3	2	1	2	2	2	2	2	4	4	2	2	4	5	3	4	2	3	4	4	4	1	2	3	5	5	5	4	4	4	4	4	4	3	4	4	3	4	3	3	4	4	3	4	2	4	4	4	3	4	4	4	3	3	3	3	3	2	2	2	2	2	2	2	3	3	2	3	4	3	4	3	4	4	4	4	4	3	1	2	1	1	3	2	3	2	3	2	4	2	3	2	3	2	2	2	2	2	2	2	3	2	2	4	2	2	4	1	25	2	80	AU	1	4177
4	4	4	4	4	4	4	3	4	2	4	4	4	4	5	4	4	3	4	2	4	3	4	3	4	3	3	3	2	3	5	2	3	3	4	3	4	4	4	3	3	2	3	2	3	3	3	3	2	4	3	3	3	4	4	5	4	4	4	4	5	4	3	4	3	4	4	3	4	2	4	3	2	4	4	3	4	3	3	3	4	3	2	2	4	3	3	2	2	3	2	2	2	3	4	2	4	3	3	2	3	2	2	3	3	2	4	4	3	3	2	3	2	3	3	3	4	4	4	4	4	4	3	4	3	4	4	4	4	4	4	4	3	3	3	4	3	4	3	4	3	3	4	4	3	4	4	4	3	3	3	2	2	3	2	4	3	2	2	2	2	1	1	22	2	95	IN	1	678
2	1	1	1	5	1	1	5	2	5	1	1	2	1	5	4	1	3	4	4	4	5	2	5	3	2	4	5	1	2	2	5	1	3	2	2	4	3	1	5	2	4	5	3	1	1	3	2	5	1	2	5	5	4	4	5	5	2	4	5	4	5	1	3	4	2	4	5	4	1	4	4	1	1	1	4	4	2	2	1	5	1	4	2	5	1	5	5	5	4	1	5	4	5	1	4	4	4	5	3	1	1	2	2	4	4	4	1	4	1	2	1	5	4	1	2	5	5	4	5	4	1	3	1	4	5	5	5	5	1	2	1	5	2	1	2	5	1	5	3	2	5	1	2	1	2	2	2	4	5	5	4	5	1	3	3	1	1	2	5	1	2	5	26	2	99	PH	1	749
5	5	5	5	5	5	4	4	5	4	4	4	5	5	2	4	5	5	3	4	5	5	5	2	4	4	4	1	4	4	4	5	2	2	2	4	2	2	2	2	2	2	2	2	2	5	3	5	2	5	4	5	4	2	4	1	4	2	5	3	2	5	5	4	2	4	4	5	3	2	4	1	2	5	5	3	2	4	5	5	4	5	3	2	4	2	1	2	1	2	2	2	1	4	5	5	5	2	1	4	2	4	4	2	2	2	4	2	1	2	4	2	1	5	4	4	4	4	5	5	5	4	4	5	3	5	3	2	4	5	5	4	5	1	2	4	4	3	4	5	1	2	4	5	1	3	5	4	4	4	1	1	1	2	2	1	2	4	2	4	2	1	2	23	2	95	AU	1	672
5	5	4	5	4	3	4	1	5	5	5	5	4	5	5	4	4	4	2	4	1	5	5	3	5	4	4	2	4	4	5	5	5	4	3	2	5	4	4	2	4	2	4	2	1	5	1	5	2	5	1	5	2	2	4	1	4	1	4	2	1	4	1	2	4	1	4	5	4	2	5	4	1	5	5	5	1	1	2	1	2	5	2	1	2	2	4	4	2	2	2	2	4	4	3	4	2	2	2	4	4	5	4	1	2	1	1	1	2	2	2	2	2	2	4	4	5	2	2	2	1	2	2	4	5	5	5	5	4	4	4	4	5	4	4	3	5	5	2	5	4	4	2	2	4	4	2	4	2	4	4	4	4	4	4	4	2	2	2	2	4	2	2	28	1	80	AU	1	469
